Sales Person,Country,Product,Date,Clean Amount,Boxes Shipped,Performance,Market,Look Up Test
Dennison Crosswaite,India,Mint Chip Choco,3/23/2024,15201.56,142,High,Other,5969.512895
Barr Faughny,India,Caramel Stuffed Bars,1/4/2024,7912.62,106,High,Other,5969.512895
Brien Boise,India,Milk Bars,2/22/2024,14190.78,269,High,Other,5969.512895
Beverie Moffet,UK,Spicy Special Slims,2/17/2024,9327.08,259,High,Other,5969.512895
Barr Faughny,USA,Almond Choco,2/3/2024,434.42,83,Low,Other,5969.512895
Van Tuxwell,Canada,Raspberry Choco,3/17/2024,1497.58,132,High,Other,5969.512895
Wilone O'Kielt,Australia,Baker's Choco Chips,1/25/2024,3124.74,155,High,Other,5969.512895
Brien Boise,Australia,Milk Bars,7/27/2024,2356.21,54,High,Other,5969.512895
Husein Augar,Australia,Fruit & Nut Bars,1/28/2024,8548.00,55,High,Other,6007.4432
Madelene Upcott,Australia,Organic Choco Syrup,7/5/2024,12094.34,52,High,Other,6056.784189
Van Tuxwell,India,White Choc,3/15/2024,2119.42,46,High,Other,6022.657945
Gunar Cockshoot,Canada,After Nines,8/4/2024,3038.32,220,High,Other,5938.329028
Jan Morforth,USA,Fruit & Nut Bars,6/27/2024,5187.72,382,High,Other,5938.329028
Jan Morforth,Canada,After Nines,7/13/2024,5384.52,180,High,Other,5938.329028
Barr Faughny,New Zealand,Manuka Honey Choco,2/24/2024,6575.07,249,High,Other,5938.329028
Karlen McCaffrey,New Zealand,85% Dark Bars,6/28/2024,6350.37,59,High,Other,5938.329028
Oby Sorrel,Australia,85% Dark Bars,6/30/2024,7488.06,28,High,Other,5938.329028
Curtice Advani,Canada,Choco Coated Almonds,8/18/2024,6997.57,7,High,Other,5938.329028
Kaine Padly,India,70% Dark Bites,1/24/2024,13081.57,324,High,Other,5916.501831
Beverie Moffet,USA,White Choc,3/11/2024,5964.72,136,High,Other,5916.501831
Ches Bonnell,New Zealand,After Nines,6/23/2024,6651.11,377,High,Other,5916.501831
Husein Augar,India,Spicy Special Slims,8/22/2024,2606.11,31,High,Other,5916.501831
Gunar Cockshoot,Canada,50% Dark Bites,1/4/2024,3615.98,24,High,Other,5916.501831
Curtice Advani,India,Milk Bars,4/5/2024,3658.27,210,High,Other,5916.501831
Beverie Moffet,India,Milk Bars,4/15/2024,1997.46,314,High,Other,5916.501831
Husein Augar,Australia,White Choc,5/11/2024,3618.67,213,High,Other,5916.501831
Andria Kimpton,Canada,Manuka Honey Choco,7/21/2024,5538.85,492,High,Other,5916.501831
Jan Morforth,New Zealand,Orange Choco,2/11/2024,1382.49,86,High,Other,5949.328
Andria Kimpton,Canada,Smooth Sliky Salty,7/8/2024,1223.79,81,High,Other,5949.328
Gunar Cockshoot,UK,Raspberry Choco,8/11/2024,8043.29,344,High,Other,5949.328
Husein Augar,New Zealand,After Nines,8/4/2024,6878.47,7,High,Other,5949.328
Andria Kimpton,New Zealand,Orange Choco,6/14/2024,9420.22,94,High,Other,5949.328
Dennison Crosswaite,UK,Baker's Choco Chips,1/17/2024,2516.34,293,High,Other,5949.328
Jehu Rudeforth,Canada,Orange Choco,6/23/2024,4334.75,529,High,Other,5949.328
Jehu Rudeforth,UK,Smooth Sliky Salty,8/24/2024,1588.49,111,High,Other,5949.328
Andria Kimpton,UK,Caramel Stuffed Bars,6/7/2024,8959.38,271,High,Other,5949.328
Jan Morforth,UK,White Choc,6/22/2024,9409.06,46,High,Other,5949.328
Dotty Strutley,USA,Fruit & Nut Bars,7/13/2024,3315.64,268,High,Other,5949.328
Kelci Walkden,UK,Choco Coated Almonds,5/24/2024,10920.70,210,High,Other,5949.328
Gunar Cockshoot,New Zealand,After Nines,8/9/2024,7605.55,154,High,Other,5949.328
Kaine Padly,Canada,85% Dark Bars,4/6/2024,1859.96,33,High,Other,5949.328
Jan Morforth,New Zealand,Manuka Honey Choco,7/28/2024,1743.87,259,High,Other,5949.328
Gunar Cockshoot,New Zealand,Raspberry Choco,8/24/2024,758.28,57,Medium,Other,5949.328
Van Tuxwell,Australia,99% Dark & Pure,1/17/2024,125.37,138,Low,Other,5949.328
Curtice Advani,USA,Drinking Coco,2/7/2024,6170.75,149,High,Other,5949.328
Brien Boise,Australia,Spicy Special Slims,5/9/2024,6867.13,273,High,Other,6033.733188
Mallorie Waber,New Zealand,85% Dark Bars,6/6/2024,8775.45,113,High,Other,6033.733188
Wilone O'Kielt,USA,Choco Coated Almonds,6/6/2024,10422.84,6,High,Other,6021.477353
Beverie Moffet,New Zealand,Organic Choco Syrup,5/24/2024,7402.04,231,High,Other,6021.477353
Gunar Cockshoot,UK,50% Dark Bites,1/13/2024,2498.04,129,High,Other,6021.477353
Marney O'Breen,USA,Raspberry Choco,5/23/2024,6873.56,152,High,Other,6021.477353
Jehu Rudeforth,UK,White Choc,6/29/2024,2015.93,304,High,Other,6021.477353
Jehu Rudeforth,New Zealand,85% Dark Bars,3/11/2024,8077.51,95,High,Other,6021.477353
Dotty Strutley,USA,85% Dark Bars,4/25/2024,11149.46,538,High,Other,6021.477353
Rafaelita Blaksland,Australia,Smooth Sliky Salty,5/30/2024,4739.39,236,High,Other,6021.477353
Curtice Advani,India,Manuka Honey Choco,5/23/2024,1844.54,185,High,Other,6021.477353
Mallorie Waber,USA,Peanut Butter Cubes,5/23/2024,1263.98,19,High,Other,6040.612985
Van Tuxwell,Canada,Peanut Butter Cubes,6/24/2024,7527.84,306,High,Other,6040.612985
Kelci Walkden,New Zealand,Smooth Sliky Salty,3/11/2024,12265.45,268,High,Other,6040.612985
Rafaelita Blaksland,USA,Smooth Sliky Salty,7/27/2024,17662.05,230,High,Other,6040.612985
Rafaelita Blaksland,USA,White Choc,8/16/2024,5520.00,120,High,Other,6040.612985
Roddy Speechley,Canada,Smooth Sliky Salty,3/7/2024,10712.76,11,High,Other,6040.612985
Curtice Advani,New Zealand,After Nines,4/5/2024,8416.80,29,High,Other,6040.612985
Camilla Castle,India,85% Dark Bars,5/4/2024,9986.05,54,High,Other,6040.612985
Ches Bonnell,USA,Choco Coated Almonds,1/4/2024,15629.82,89,High,Other,6040.612985
Marney O'Breen,Australia,Baker's Choco Chips,1/13/2024,6224.33,100,High,Other,6040.612985
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,7/11/2024,7736.85,95,High,Other,6040.612985
Kaine Padly,Australia,Mint Chip Choco,5/17/2024,4860.75,162,High,Other,6037.829394
Camilla Castle,New Zealand,Peanut Butter Cubes,7/21/2024,1754.64,62,High,Other,6037.829394
Curtice Advani,Canada,Organic Choco Syrup,2/22/2024,897.13,24,High,Other,6055.938308
Jan Morforth,India,99% Dark & Pure,5/23/2024,10607.29,182,High,Other,6055.938308
Rafaelita Blaksland,Canada,Drinking Coco,7/12/2024,10772.00,192,High,Other,6055.938308
Jan Morforth,UK,Orange Choco,6/15/2024,4116.96,203,High,Other,6055.938308
Barr Faughny,New Zealand,50% Dark Bites,6/23/2024,5185.36,321,High,Other,6055.938308
Curtice Advani,Australia,Eclairs,3/25/2024,6974.95,58,High,Other,6055.938308
Jan Morforth,India,Caramel Stuffed Bars,7/4/2024,99.50,161,Low,Other,6055.938308
Andria Kimpton,UK,White Choc,5/12/2024,10203.47,109,High,Other,6041.57875
Camilla Castle,New Zealand,Raspberry Choco,4/4/2024,5081.52,148,High,Other,6041.57875
Madelene Upcott,Australia,Orange Choco,4/15/2024,7166.62,381,High,Other,6041.57875
Roddy Speechley,Canada,Eclairs,3/8/2024,7026.54,95,High,Other,6041.57875
Karlen McCaffrey,India,White Choc,1/17/2024,8265.32,251,High,Other,6023.720952
Wilone O'Kielt,India,Mint Chip Choco,8/22/2024,1516.19,53,High,Other,6023.720952
Andria Kimpton,UK,99% Dark & Pure,7/25/2024,1258.54,72,High,Other,6023.720952
Marney O'Breen,UK,50% Dark Bites,6/14/2024,3506.38,126,High,Other,6023.720952
Ches Bonnell,India,Choco Coated Almonds,4/5/2024,10969.00,83,High,Other,6023.720952
Madelene Upcott,UK,Raspberry Choco,8/26/2024,8442.19,347,High,Other,6023.720952
Wilone O'Kielt,Australia,50% Dark Bites,8/3/2024,11000.85,112,High,Other,6023.720952
Gigi Bohling,Canada,White Choc,7/11/2024,6987.59,4,High,Other,6023.720952
Wilone O'Kielt,New Zealand,Eclairs,3/11/2024,3735.00,21,High,Other,5943.444677
Brien Boise,UK,Peanut Butter Cubes,1/10/2024,17346.79,32,High,Other,5943.444677
Roddy Speechley,UK,Baker's Choco Chips,4/4/2024,16517.20,349,High,Other,5943.444677
Karlen McCaffrey,Australia,50% Dark Bites,1/17/2024,7642.94,778,High,Other,5943.444677
Marney O'Breen,New Zealand,Organic Choco Syrup,7/8/2024,10337.23,49,High,Other,5943.444677
Jan Morforth,UK,Organic Choco Syrup,4/12/2024,1367.24,384,High,Other,5915.584098
Rafaelita Blaksland,Canada,Fruit & Nut Bars,8/24/2024,570.58,191,Medium,Other,5915.584098
Ches Bonnell,UK,Choco Coated Almonds,6/7/2024,2012.27,259,High,Other,5915.584098
Gunar Cockshoot,Canada,Almond Choco,7/28/2024,1469.24,29,High,Other,5915.584098
Husein Augar,USA,99% Dark & Pure,2/21/2024,10020.18,113,High,Other,5915.584098
Dennison Crosswaite,Canada,Mint Chip Choco,4/8/2024,1914.65,304,High,Other,5915.584098
Brien Boise,UK,Manuka Honey Choco,6/28/2024,73.91,101,Low,Other,5915.584098
Van Tuxwell,UK,Baker's Choco Chips,3/24/2024,2794.33,21,High,Other,5915.584098
Barr Faughny,Australia,Caramel Stuffed Bars,7/29/2024,3192.06,54,High,Other,5915.584098
Dennison Crosswaite,USA,Eclairs,5/25/2024,2447.37,98,High,Other,5915.584098
Gigi Bohling,Australia,Raspberry Choco,3/30/2024,7696.46,313,High,Other,5960.976167
Dennison Crosswaite,USA,Organic Choco Syrup,7/18/2024,14731.55,132,High,Other,5960.976167
Beverie Moffet,Canada,Orange Choco,5/10/2024,9321.64,111,High,Other,5931.561186
Mallorie Waber,Australia,Choco Coated Almonds,3/18/2024,18473.63,88,High,Top Local,5931.561186
Ches Bonnell,India,Caramel Stuffed Bars,6/15/2024,7437.55,54,High,Other,5931.561186
Van Tuxwell,Canada,50% Dark Bites,5/12/2024,14581.33,58,High,Other,5715.318621
Kelci Walkden,New Zealand,Baker's Choco Chips,6/23/2024,3389.96,115,High,Other,5715.318621
Beverie Moffet,India,Spicy Special Slims,4/21/2024,3968.38,182,High,Other,5715.318621
Gigi Bohling,Australia,Almond Choco,8/17/2024,1084.26,120,High,Other,5715.318621
Rafaelita Blaksland,New Zealand,Eclairs,2/7/2024,20690.20,51,High,Other,5715.318621
Kelci Walkden,Canada,Smooth Sliky Salty,3/17/2024,8929.57,121,High,Other,5796.565263
Jan Morforth,India,Baker's Choco Chips,8/1/2024,15497.27,85,High,Other,5796.565263
Jehu Rudeforth,Australia,Milk Bars,3/18/2024,9172.13,30,High,Other,5796.565263
Gigi Bohling,Canada,Fruit & Nut Bars,6/14/2024,6093.61,104,High,Other,5796.565263
Beverie Moffet,UK,Eclairs,4/22/2024,9144.79,156,High,Other,5736.287321
Marney O'Breen,New Zealand,Eclairs,1/18/2024,5902.91,31,High,Other,5736.287321
Husein Augar,Australia,99% Dark & Pure,8/26/2024,3277.47,131,High,Other,5736.287321
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,6/10/2024,9759.53,424,High,Other,5736.287321
Curtice Advani,Canada,70% Dark Bites,1/31/2024,2504.90,7,High,Other,5780.993091
Kelci Walkden,New Zealand,Manuka Honey Choco,4/8/2024,1527.99,107,High,Other,5780.993091
Dotty Strutley,Australia,Baker's Choco Chips,6/7/2024,3767.49,65,High,Other,5780.993091
Barr Faughny,Australia,85% Dark Bars,2/10/2024,9452.18,42,High,Other,5780.993091
Beverie Moffet,Australia,50% Dark Bites,5/16/2024,764.63,441,Medium,Other,5818.280185
Gunar Cockshoot,India,Baker's Choco Chips,3/18/2024,2432.75,535,High,Other,5749.716038
Van Tuxwell,Australia,50% Dark Bites,7/13/2024,779.04,134,Medium,Other,5845.583077
Oby Sorrel,USA,Manuka Honey Choco,7/25/2024,5050.53,85,High,Other,5845.583077
Van Tuxwell,Canada,Choco Coated Almonds,8/19/2024,2727.35,293,High,Other,5944.927059
Karlen McCaffrey,Canada,70% Dark Bites,6/24/2024,9089.21,602,High,Other,5944.927059
Kelci Walkden,Canada,Fruit & Nut Bars,6/20/2024,881.49,152,High,Other,5944.927059
Camilla Castle,India,99% Dark & Pure,8/2/2024,227.55,225,Low,Other,5944.927059
Madelene Upcott,New Zealand,70% Dark Bites,2/22/2024,14193.58,102,High,Other,5944.927059
Mallorie Waber,New Zealand,Orange Choco,2/1/2024,7459.88,23,High,Other,5944.927059
Jan Morforth,Canada,70% Dark Bites,2/14/2024,6578.55,312,High,Other,5944.927059
Kelci Walkden,Australia,Milk Bars,2/24/2024,8975.44,137,High,Other,5944.927059
Dennison Crosswaite,India,Orange Choco,3/18/2024,852.29,123,High,Other,5944.927059
Husein Augar,UK,Eclairs,8/30/2024,1955.20,250,High,Other,5884.3168
Gigi Bohling,USA,Peanut Butter Cubes,5/9/2024,323.29,72,Low,Other,5884.3168
Wilone O'Kielt,USA,Smooth Sliky Salty,1/18/2024,542.39,86,Medium,Other,5884.3168
Curtice Advani,India,White Choc,7/4/2024,7666.62,347,High,Other,5884.3168
Oby Sorrel,New Zealand,Spicy Special Slims,6/3/2024,1826.32,13,High,Other,5884.3168
Beverie Moffet,New Zealand,Peanut Butter Cubes,2/23/2024,11510.68,30,High,Other,5884.3168
Dotty Strutley,New Zealand,99% Dark & Pure,5/9/2024,12263.85,223,High,Other,5884.3168
Kelci Walkden,India,70% Dark Bites,6/6/2024,3878.60,108,High,Other,5884.3168
Kelci Walkden,India,Drinking Coco,7/4/2024,8328.52,238,High,Other,5884.3168
Brien Boise,New Zealand,Drinking Coco,6/6/2024,1666.46,98,High,Other,5884.3168
Dotty Strutley,Australia,Almond Choco,5/13/2024,1754.11,95,High,Other,5884.3168
Wilone O'Kielt,New Zealand,Organic Choco Syrup,1/31/2024,2390.70,274,High,Other,5884.3168
Ches Bonnell,New Zealand,Caramel Stuffed Bars,6/30/2024,8546.72,41,High,Other,5968.606735
Barr Faughny,Canada,Manuka Honey Choco,8/25/2024,4115.57,274,High,Other,5968.606735
Gigi Bohling,New Zealand,Smooth Sliky Salty,1/10/2024,787.38,95,Medium,Other,5968.606735
Brien Boise,USA,Manuka Honey Choco,8/22/2024,2095.78,8,High,Other,5968.606735
Roddy Speechley,New Zealand,85% Dark Bars,4/14/2024,5220.80,267,High,Other,5968.606735
Oby Sorrel,UK,Smooth Sliky Salty,5/31/2024,11264.45,340,High,Other,5968.606735
Oby Sorrel,UK,Raspberry Choco,4/8/2024,5477.33,341,High,Other,5968.606735
Roddy Speechley,USA,Drinking Coco,2/21/2024,3389.00,160,High,Other,5968.606735
Andria Kimpton,Australia,Manuka Honey Choco,3/30/2024,11559.52,413,High,Other,5968.606735
Mallorie Waber,India,Raspberry Choco,3/2/2024,1676.82,2,High,Other,5968.606735
Jehu Rudeforth,USA,Orange Choco,7/28/2024,437.48,174,Low,Other,5852.129375
Kaine Padly,New Zealand,70% Dark Bites,3/24/2024,8487.63,40,High,Other,5852.129375
Curtice Advani,Australia,After Nines,8/11/2024,71.99,101,Low,Other,5852.129375
Husein Augar,UK,Almond Choco,5/17/2024,9863.62,167,High,Other,5852.129375
Kaine Padly,Canada,Choco Coated Almonds,5/18/2024,3468.53,166,High,Other,5975.111064
Roddy Speechley,UK,Peanut Butter Cubes,8/17/2024,6770.35,173,High,Other,5975.111064
Ches Bonnell,New Zealand,Eclairs,4/4/2024,564.14,50,Medium,Other,5975.111064
Brien Boise,India,85% Dark Bars,8/9/2024,21044.07,210,High,Other,5975.111064
Brien Boise,New Zealand,Organic Choco Syrup,1/17/2024,677.38,327,Medium,Other,5975.111064
Andria Kimpton,Canada,White Choc,2/14/2024,4368.01,29,High,Other,5975.111064
Gigi Bohling,New Zealand,Orange Choco,5/16/2024,9866.20,306,High,Other,5975.111064
Ches Bonnell,Canada,Smooth Sliky Salty,3/16/2024,10723.86,125,High,Other,5975.111064
Husein Augar,Canada,70% Dark Bites,1/31/2024,5443.42,284,High,Other,5975.111064
Barr Faughny,Canada,Organic Choco Syrup,3/10/2024,1312.35,200,High,Other,5975.111064
Oby Sorrel,UK,Organic Choco Syrup,6/30/2024,8471.68,162,High,Other,5975.111064
Van Tuxwell,New Zealand,Eclairs,3/1/2024,5774.60,178,High,Other,5975.111064
Mallorie Waber,UK,Drinking Coco,5/27/2024,3780.02,97,High,Other,5975.111064
Oby Sorrel,UK,Milk Bars,7/11/2024,6831.03,243,High,Other,5975.111064
Karlen McCaffrey,New Zealand,Mint Chip Choco,3/2/2024,4834.51,63,High,Other,5975.111064
Jehu Rudeforth,USA,Raspberry Choco,3/4/2024,8119.65,143,High,Other,5975.111064
Kelci Walkden,UK,85% Dark Bars,6/23/2024,4811.88,242,High,Other,5975.111064
Kelci Walkden,USA,Almond Choco,1/27/2024,5930.01,252,High,Other,5975.111064
Marney O'Breen,Canada,Orange Choco,1/14/2024,3040.05,426,High,Other,5975.111064
Dennison Crosswaite,India,Fruit & Nut Bars,7/29/2024,1126.87,23,High,Other,5975.111064
Brien Boise,Canada,Smooth Sliky Salty,5/13/2024,6051.65,490,High,Other,5975.111064
Barr Faughny,Canada,Baker's Choco Chips,2/3/2024,12279.35,162,High,Other,5975.111064
Brien Boise,India,Smooth Sliky Salty,5/27/2024,7091.66,28,High,Other,5975.111064
Jan Morforth,Australia,Drinking Coco,2/18/2024,3160.97,25,High,Other,5975.111064
Brien Boise,India,Spicy Special Slims,1/28/2024,1408.28,35,High,Other,5975.111064
Van Tuxwell,UK,Eclairs,6/29/2024,5776.61,114,High,Other,6036.288043
Wilone O'Kielt,India,Caramel Stuffed Bars,1/13/2024,4890.59,274,High,Other,6036.288043
Jehu Rudeforth,UK,After Nines,6/27/2024,2048.13,172,High,Other,6036.288043
Barr Faughny,Canada,White Choc,3/29/2024,4590.46,1,High,Other,6036.288043
Gunar Cockshoot,India,Organic Choco Syrup,6/3/2024,8665.99,162,High,Other,6036.288043
Mallorie Waber,Canada,Smooth Sliky Salty,3/21/2024,2202.46,97,High,Other,6036.288043
Mallorie Waber,India,Eclairs,4/12/2024,11720.11,48,High,Other,6036.288043
Rafaelita Blaksland,Australia,Raspberry Choco,1/19/2024,7884.86,266,High,Other,6036.288043
Karlen McCaffrey,UK,50% Dark Bites,4/6/2024,3857.88,303,High,Other,6036.288043
Kaine Padly,Australia,50% Dark Bites,8/2/2024,10123.96,84,High,Other,5995.208667
Gigi Bohling,Australia,Eclairs,4/12/2024,8170.88,137,High,Other,5995.208667
Oby Sorrel,India,Drinking Coco,7/21/2024,19390.61,141,High,Other,5901.373409
Van Tuxwell,New Zealand,Baker's Choco Chips,3/22/2024,10197.43,24,High,Other,5848.594186
Husein Augar,India,Peanut Butter Cubes,5/9/2024,5188.18,5,High,Other,5848.594186
Andria Kimpton,Australia,Baker's Choco Chips,8/9/2024,350.27,117,Low,Other,5848.594186
Madelene Upcott,Canada,Choco Coated Almonds,7/20/2024,3766.32,300,High,Other,5848.594186
Brien Boise,India,70% Dark Bites,4/14/2024,4888.37,435,High,Other,5979.506667
Jehu Rudeforth,Canada,White Choc,1/25/2024,5230.36,142,High,Other,5979.506667
Andria Kimpton,Australia,Almond Choco,4/25/2024,3790.18,168,High,Other,5979.506667
Dotty Strutley,Canada,After Nines,1/17/2024,302.18,233,Low,Other,5979.506667
Karlen McCaffrey,USA,Eclairs,8/15/2024,1017.17,123,High,Other,6032.904878
Karlen McCaffrey,Canada,Fruit & Nut Bars,6/2/2024,241.36,17,Low,Other,6032.904878
Gunar Cockshoot,USA,85% Dark Bars,6/30/2024,8347.30,138,High,Other,6032.904878
Dotty Strutley,New Zealand,Raspberry Choco,2/10/2024,6291.74,88,High,Other,6032.904878
Marney O'Breen,Canada,Caramel Stuffed Bars,2/23/2024,1543.77,674,High,Other,6032.904878
Dennison Crosswaite,India,Organic Choco Syrup,1/27/2024,9744.50,225,High,Other,6032.904878
Camilla Castle,UK,Mint Chip Choco,5/26/2024,5414.75,325,High,Other,6032.904878
Brien Boise,USA,70% Dark Bites,4/14/2024,1898.07,22,High,Other,6032.904878
Madelene Upcott,Australia,99% Dark & Pure,8/1/2024,4911.08,163,High,Other,6032.904878
Mallorie Waber,Australia,Eclairs,8/22/2024,11293.17,219,High,Top Local,6032.904878
Marney O'Breen,India,99% Dark & Pure,7/22/2024,12398.37,161,High,Other,6060.9505
Husein Augar,USA,Fruit & Nut Bars,4/28/2024,1508.57,28,High,Other,5926.791026
Kelci Walkden,Australia,Almond Choco,5/30/2024,5869.09,354,High,Other,5926.791026
Ches Bonnell,USA,Milk Bars,7/21/2024,2770.47,159,High,Other,5926.791026
Jan Morforth,UK,Caramel Stuffed Bars,8/2/2024,3541.73,494,High,Other,5928.309474
Brien Boise,New Zealand,70% Dark Bites,6/15/2024,7624.41,139,High,Other,5928.309474
Oby Sorrel,India,85% Dark Bars,7/5/2024,9928.42,130,High,Other,5928.309474
Kaine Padly,New Zealand,Smooth Sliky Salty,4/12/2024,7.67,548,Low,Other,5928.309474
Gigi Bohling,Australia,70% Dark Bites,8/18/2024,1624.86,103,High,Other,5928.309474
Jan Morforth,UK,50% Dark Bites,1/12/2024,6301.56,287,High,Other,5928.309474
Gunar Cockshoot,Canada,White Choc,8/11/2024,8578.40,15,High,Other,6044.618919
Jehu Rudeforth,Australia,Spicy Special Slims,1/13/2024,5573.57,372,High,Other,6044.618919
Husein Augar,UK,Baker's Choco Chips,4/29/2024,3465.68,133,High,Other,6044.618919
Rafaelita Blaksland,New Zealand,After Nines,7/7/2024,1245.91,90,High,Other,6057.703611
Madelene Upcott,New Zealand,Mint Chip Choco,3/11/2024,8888.61,4,High,Other,6057.703611
Madelene Upcott,UK,70% Dark Bites,2/16/2024,5931.82,243,High,Other,6057.703611
Barr Faughny,Australia,Organic Choco Syrup,1/7/2024,2620.66,34,High,Other,6057.703611
Beverie Moffet,New Zealand,Drinking Coco,1/12/2024,1284.37,560,High,Other,6057.703611
Beverie Moffet,India,Eclairs,6/9/2024,11033.61,155,High,Other,6155.904857
Andria Kimpton,India,Eclairs,5/16/2024,2413.05,82,High,Other,6155.904857
Gigi Bohling,UK,85% Dark Bars,6/23/2024,13136.08,90,High,Other,6155.904857
Roddy Speechley,UK,Raspberry Choco,1/28/2024,14297.82,211,High,Other,6155.904857
Dotty Strutley,UK,Mint Chip Choco,7/14/2024,2837.65,212,High,Other,6155.904857
Barr Faughny,Canada,Drinking Coco,4/18/2024,7496.03,259,High,Other,6155.904857
Oby Sorrel,USA,Milk Bars,6/14/2024,1815.29,79,High,Other,6155.904857
Oby Sorrel,UK,Orange Choco,4/15/2024,8250.03,228,High,Other,6155.904857
Curtice Advani,Canada,Peanut Butter Cubes,5/19/2024,5605.82,64,High,Other,6155.904857
Gigi Bohling,India,White Choc,4/13/2024,1563.39,179,High,Other,6155.904857
Husein Augar,Canada,Choco Coated Almonds,8/15/2024,3997.02,411,High,Other,6155.904857
Wilone O'Kielt,India,Choco Coated Almonds,8/22/2024,3284.22,230,High,Other,6155.904857
Wilone O'Kielt,New Zealand,Baker's Choco Chips,4/22/2024,4609.67,58,High,Other,6155.904857
